atc_code,atc_name
C05AE01,glyceryl trinitrate
C05AE02,isosorbide dinitrate
C05AE03,diltiazem
C05AX,other agents for treatment of hemorrhoids and anal fissures for topical use
C05AX01,aluminium preparations
C05AX02,"bismuth preparations, combinations"
C05AX03,"other preparations, combinations"
C05AX04,zinc preparations
C05AX05,tribenoside
C05AX06,phenylephrine
C05B,antivaricose therapy
C05BA,heparins or heparinoids for topical use
C05BA01,organo-heparinoid
C05BA02,sodium apolate
C05BA03,heparin
C05BA04,pentosan polysulfate sodium
C05BA51,"heparinoid, combinations"
C05BA53,"heparin, combinations"
C05BB,sclerosing agents for local injection
C05BB01,monoethanolamine oleate
C05BB02,polidocanol
C05BB03,invert sugar
C05BB04,sodium tetradecyl sulfate
C05BB05,phenol
C05BB56,"glucose, combinations"
C05BX,other sclerosing agents
C05BX01,calcium dobesilate
C05BX51,"calcium dobesilate, combinations"
C05C,capillary stabilizing agents
C05CA,bioflavonoids
C05CA01,rutoside
C05CA02,monoxerutin
C05CA03,diosmin
C05CA04,troxerutin
C05CA05,hidrosmin
C05CA51,"rutoside, combinations"
C05CA53,"diosmin, combinations"
C05CA54,"troxerutin, combinations"
C05CX,other capillary stabilizing agents
C05CX01,tribenoside
C05CX02,naftazone
C05CX03,hippocastani semen
C05X,other vasoprotectives
C05XX,other vasoprotectives
C05XX01,beperminogene perplasmid
C07,beta blocking agents
C07A,beta blocking agents
C07AA,"beta blocking agents, non-selective"
C07AA01,alprenolol
C07AA01,alprenolol
C07AA02,oxprenolol
C07AA02,oxprenolol
C07AA03,pindolol
C07AA03,pindolol
C07AA05,propranolol
C07AA05,propranolol
C07AA06,timolol
C07AA06,timolol
C07AA07,sotalol
C07AA07,sotalol
C07AA12,nadolol
C07AA14,mepindolol
C07AA15,carteolol
C07AA16,tertatolol
C07AA17,bopindolol
C07AA19,bupranolol
C07AA23,penbutolol
C07AA27,cloranolol
C07AB,"beta blocking agents, selective"
C07AB01,practolol
C07AB01,practolol
C07AB02,metoprolol
C07AB02,metoprolol
C07AB03,atenolol
C07AB03,atenolol
C07AB04,acebutolol
C07AB04,acebutolol
C07AB05,betaxolol
C07AB06,bevantolol
C07AB07,bisoprolol
C07AB08,celiprolol
C07AB09,esmolol
C07AB10,epanolol
C07AB11,s-atenolol
C07AB12,nebivolol
C07AB13,talinolol
C07AB14,landiolol
C07AG,alpha and beta blocking agents
C07AG01,labetalol
C07AG01,labetalol
C07AG02,carvedilol
C07B,beta blocking agents and thiazides
C07BA,"beta blocking agents, non-selective, and thiazides"
C07BA02,oxprenolol and thiazides
C07BA05,propranolol and thiazides
C07BA06,timolol and thiazides
C07BA07,sotalol and thiazides
C07BA12,nadolol and thiazides
C07BA68,"metipranolol and thiazides, combinations"
C07BB,"beta blocking agents, selective, and thiazides"
C07BB02,metoprolol and thiazides
C07BB03,atenolol and thiazides
C07BB04,acebutolol and thiazides
C07BB06,bevantolol and thiazides
C07BB07,bisoprolol and thiazides
C07BB12,nebivolol and thiazides
C07BB52,"metoprolol and thiazides, combinations"
C07BG,alpha and beta blocking agents and thiazides
C07BG01,labetalol and thiazides
C07C,beta blocking agents and other diuretics
C07CA,"beta blocking agents, non-selective, and other diuretics"
C07CA02,oxprenolol and other diuretics
C07CA03,pindolol and other diuretics
C07CA17,bopindolol and other diuretics
C07CA23,penbutolol and other diuretics
C07CB,"beta blocking agents, selective, and other diuretics"
C07CB02,metoprolol and other diuretics
C07CB03,atenolol and other diuretics
C07CB53,"atenolol and other diuretics, combinations"
C07CG,alpha and beta blocking agents and other diuretics
C07CG01,labetalol and other diuretics
C07D,"beta blocking agents, thiazides and other diuretics"
C07DA,"beta blocking agents, non-selective, thiazides and other diuretics"
C07DA06,"timolol, thiazides and other diuretics"
C07DB,"beta blocking agents, selective, thiazides and other diuretics"
C07DB01,"atenolol, thiazides and other diuretics"
C07E,beta blocking agents and vasodilators
C07EA,"beta blocking agents, non-selective, and vasodilators"
C07EB,"beta blocking agents, selective, and vasodilators"
C07F,"beta blocking agents, other combinations"
C07FB,beta blocking agents and calcium channel blockers
C07FB02,metoprolol and felodipine
C07FB03,atenolol and nifedipine
C07FB07,bisoprolol and amlodipine
C07FB12,nebivolol and amlodipine
C07FB13,metoprolol and amlodipine
C07FX,"beta blocking agents, other combinations"
C07FX01,propranolol and other combinations
C07FX02,sotalol and acetylsalicylic acid
C07FX03,metoprolol and acetylsalicylic acid
C07FX04,bisoprolol and acetylsalicylic acid
C07FX05,metoprolol and ivabradine
C07FX06,carvedilol and ivabradine
C08,calcium channel blockers
C08C,selective calcium channel blockers with mainly vascular effects
C08CA,dihydropyridine derivatives
C08CA01,amlodipine
C08CA02,felodipine
C08CA03,isradipine
C08CA03,isradipine
C08CA04,nicardipine
C08CA04,nicardipine
C08CA05,nifedipine
C08CA05,nifedipine
C08CA06,nimodipine
C08CA06,nimodipine
C08CA07,nisoldipine
C08CA08,nitrendipine
C08CA09,lacidipine
C08CA10,nilvadipine
C08CA11,manidipine
C08CA12,barnidipine
C08CA13,lercanidipine
C08CA14,cilnidipine
C08CA15,benidipine
C08CA16,clevidipine
C08CA17,levamlodipine
C08CA51,amlodipine and celecoxib
C08CA55,"nifedipine, combinations"
C08CX,other selective calcium channel blockers with mainly vascular effects
C08CX01,mibefradil
C08D,selective calcium channel blockers with direct cardiac effects
C08DA,phenylalkylamine derivatives
C08DA01,verapamil
C08DA01,verapamil
C08DA02,gallopamil
C08DA51,"verapamil, combinations"
C08DB,benzothiazepine derivatives
C08DB01,diltiazem
C08E,non-selective calcium channel blockers
C08EA,phenylalkylamine derivatives
C08EA01,fendiline
C08EA02,bepridil
C08EX,other non-selective calcium channel blockers
C08EX01,lidoflazine
C08EX02,perhexiline
C08G,calcium channel blockers and diuretics
C08GA,calcium channel blockers and diuretics
C08GA01,nifedipine and diuretics
C08GA02,amlodipine and diuretics
C09,agents acting on the renin-angiotensin system
C09A,"ace inhibitors, plain"
C09AA,"ace inhibitors, plain"
C09AA01,captopril
C09AA02,enalapril
C09AA02,enalapril
C09AA03,lisinopril
C09AA04,perindopril
C09AA05,ramipril
C09AA06,quinapril
C09AA06,quinapril
C09AA07,benazepril
C09AA08,cilazapril
C09AA09,fosinopril
C09AA10,trandolapril
C09AA11,spirapril
C09AA12,delapril
C09AA13,moexipril
C09AA14,temocapril
C09AA15,zofenopril
C09AA16,imidapril
C09B,"ace inhibitors, combinations"
C09BA,ace inhibitors and diuretics
C09BA01,captopril and diuretics
C09BA02,enalapril and diuretics
C09BA03,lisinopril and diuretics
C09BA04,perindopril and diuretics
C09BA05,ramipril and diuretics
C09BA06,quinapril and diuretics
C09BA07,benazepril and diuretics
C09BA08,cilazapril and diuretics
C09BA09,fosinopril and diuretics
C09BA12,delapril and diuretics
C09BA13,moexipril and diuretics
C09BA15,zofenopril and diuretics
C09BB,ace inhibitors and calcium channel blockers
C09BB02,enalapril and lercanidipine
C09BB03,lisinopril and amlodipine
C09BB04,perindopril and amlodipine
C09BB05,ramipril and felodipine
C09BB06,enalapril and nitrendipine
C09BB07,ramipril and amlodipine
C09BB10,trandolapril and verapamil
C09BB12,delapril and manidipine
C09BB13,benazepril and amlodipine
C09BX,"ace inhibitors, other combinations"
C09BX01,"perindopril, amlodipine and indapamide"
C09BX02,perindopril and bisoprolol
C09BX03,"ramipril, amlodipine and hydrochlorothiazide"
C09BX04,"perindopril, bisoprolol and amlodipine"
C09BX05,ramipril and bisoprolol
C09BX06,"perindopril, bisoprolol, amlodipine and indapamide"
C09BX07,zofenopril and nebivolol
C09C,"angiotensin ii receptor blockers (arbs), plain"
C09CA,"angiotensin ii receptor blockers (arbs), plain"
C09CA01,losartan
C09CA02,eprosartan
C09CA03,valsartan
C09CA04,irbesartan
C09CA05,tasosartan
C09CA06,candesartan
C09CA07,telmisartan
C09CA08,olmesartan medoxomil
C09CA09,azilsartan medoxomil
C09CA10,fimasartan
C09D,"angiotensin ii receptor blockers (arbs), combinations"
C09DA,angiotensin ii receptor blockers (arbs) and diuretics
C09DA01,losartan and diuretics
C09DA02,eprosartan and diuretics
C09DA03,valsartan and diuretics
C09DA04,irbesartan and diuretics
C09DA06,candesartan and diuretics
C09DA07,telmisartan and diuretics
C09DA08,olmesartan medoxomil and diuretics
C09DA09,azilsartan medoxomil and diuretics
C09DA10,fimasartan and diuretics
C09DB,angiotensin ii receptor blockers (arbs) and calcium channel blockers
C09DB01,valsartan and amlodipine
C09DB02,olmesartan medoxomil and amlodipine
C09DB04,telmisartan and amlodipine
C09DB05,irbesartan and amlodipine
C09DB06,losartan and amlodipine
C09DB07,candesartan and amlodipine
C09DB08,valsartan and lercanidipine
C09DB09,fimasartan and amlodipine
C09DX,"angiotensin ii receptor blockers (arbs), other combinations"
C09DX01,"valsartan, amlodipine and hydrochlorothiazide"
C09DX02,valsartan and aliskiren
C09DX03,"olmesartan medoxomil, amlodipine and hydrochlorothiazide"
C09DX04,valsartan and sacubitril
C09DX05,valsartan and nebivolol
C09DX06,"candesartan, amlodipine and hydrochlorothiazide"
C09DX07,"irbesartan, amlodipine and hydrochlorothiazide"
C09DX08,"telmisartan, amlodipine and hydrochlorothiazide"
C09X,other agents acting on the renin-angiotensin system
C09XA,renin-inhibitors
C09XA01,remikiren
C09XA02,aliskiren
C09XA52,aliskiren and hydrochlorothiazide
C09XA53,aliskiren and amlodipine
C09XA54,"aliskiren, amlodipine and hydrochlorothiazide"
C10,lipid modifying agents
C10A,"lipid modifying agents, plain"
C10AA,hmg coa reductase inhibitors
C10AA01,simvastatin
C10AA02,lovastatin
C10AA03,pravastatin
C10AA04,fluvastatin
C10AA05,atorvastatin
C10AA06,cerivastatin
C10AA07,rosuvastatin
C10AA08,pitavastatin
C10AB,fibrates
C10AB01,clofibrate
C10AB02,bezafibrate
C10AB03,aluminium clofibrate
C10AB04,gemfibrozil
C10AB05,fenofibrate
C10AB06,simfibrate
C10AB07,ronifibrate
C10AB08,ciprofibrate
C10AB09,etofibrate
C10AB10,clofibride
C10AB11,choline fenofibrate
C10AB12,pemafibrate
C10AC,bile acid sequestrants
C10AC01,colestyramine
C10AC02,colestipol
C10AC03,colextran
C10AC04,colesevelam
C10AD,nicotinic acid and derivatives
C10AD01,niceritrol
C10AD02,nicotinic acid
C10AD03,nicofuranose
C10AD04,aluminium nicotinate
C10AD05,nicotinyl alcohol (pyridylcarbinol)
C10AD06,acipimox
C10AD52,"nicotinic acid, combinations"
C10AX,other lipid modifying agents
C10AX01,dextrothyroxine
C10AX02,probucol
C10AX03,tiadenol
C10AX05,meglutol
C10AX06,omega-3-triglycerides incl. other esters and acids
C10AX07,magnesium pyridoxal 5-phosphate glutamate
C10AX08,policosanol
C10AX09,ezetimibe
C10AX10,alipogene tiparvovec
C10AX11,mipomersen
C10AX12,lomitapide
C10AX13,evolocumab
C10AX14,alirocumab
C10AX15,bempedoic acid
C10AX16,inclisiran
C10AX17,evinacumab
C10AX18,volanesorsen
C10B,"lipid modifying agents, combinations"
C10BA,combinations of various lipid modifying agents
C10BA01,lovastatin and nicotinic acid
C10BA02,simvastatin and ezetimibe
C10BA03,pravastatin and fenofibrate
C10BA04,simvastatin and fenofibrate
C10BA05,atorvastatin and ezetimibe
C10BA06,rosuvastatin and ezetimibe
C10BA07,rosuvastatin and omega-3 fatty acids
C10BA08,atorvastatin and omega-3 fatty acids
C10BA09,rosuvastatin and fenofibrate
C10BA10,bempedoic acid and ezetimibe
C10BA11,pravastatin and ezetimibe
C10BA12,"pravastatin, ezetimibe and fenofibrate"
C10BX,lipid modifying agents in combination with other drugs
C10BX01,simvastatin and acetylsalicylic acid
C10BX02,pravastatin and acetylsalicylic acid
C10BX03,atorvastatin and amlodipine
C10BX04,"simvastatin, acetylsalicylic acid and ramipril"
C10BX05,rosuvastatin and acetylsalicylic acid
C10BX06,"atorvastatin, acetylsalicylic acid and ramipril"
C10BX07,"rosuvastatin, amlodipine and lisinopril"
C10BX08,atorvastatin and acetylsalicylic acid
C10BX09,rosuvastatin and amlodipine
C10BX10,rosuvastatin and valsartan
C10BX11,"atorvastatin, amlodipine and perindopril"
C10BX12,"atorvastatin, acetylsalicylic acid and perindopril"
C10BX13,"rosuvastatin, perindopril and indapamide"
C10BX14,"rosuvastatin, amlodipine and perindopril"
C10BX15,atorvastatin and perindopril
C10BX16,rosuvastatin and fimasartan
C10BX17,rosuvastatin and ramipril
C10BX18,"atorvastatin, amlodipine and ramipril"
C10BX19,"atorvastatin, amlodipine and candesartan"
C10BX20,rosuvastatin and telmisartan
C10BX21,rosuvastatin and perindopril
D,dermatologicals
D01,antifungals for dermatological use
D01A,antifungals for topical use
D01AA,antibiotics
D01AA01,nystatin
D01AA02,natamycin
D01AA03,hachimycin
D01AA04,pecilocin
D01AA06,mepartricin
D01AA07,pyrrolnitrin
D01AA08,griseofulvin
D01AC,imidazole and triazole derivatives
D01AC01,clotrimazole
D01AC02,miconazole
D01AC03,econazole
D01AC04,chlormidazole
D01AC05,isoconazole
D01AC06,tiabendazole
D01AC07,tioconazole
D01AC08,ketoconazole
D01AC09,sulconazole
D01AC10,bifonazole
D01AC11,oxiconazole
D01AC12,fenticonazole
D01AC13,omoconazole
D01AC14,sertaconazole
D01AC15,fluconazole
D01AC16,flutrimazole
D01AC17,eberconazole
D01AC18,luliconazole
D01AC19,efinaconazole
D01AC20,imidazoles/triazoles in combination with corticosteroids
D01AC21,neticonazole
D01AC22,lanoconazole
D01AC52,"miconazole, combinations"
D01AC60,"bifonazole, combinations"
D01AE,other antifungals for topical use
D01AE01,bromochlorosalicylanilide
D01AE02,methylrosaniline
D01AE03,tribromometacresol
D01AE04,undecylenic acid
D01AE05,polynoxylin
D01AE06,2-(4-chlorphenoxy)-ethanol
D01AE07,chlorphenesin
D01AE08,ticlatone
D01AE09,sulbentine
D01AE10,ethyl hydroxybenzoate
D01AE11,haloprogin
D01AE12,salicylic acid
D01AE13,selenium sulfide
D01AE14,ciclopirox
D01AE15,terbinafine
D01AE16,amorolfine
D01AE17,dimazole
D01AE18,tolnaftate
D01AE19,tolciclate
D01AE20,combinations
D01AE21,flucytosine
D01AE22,naftifine
D01AE23,butenafine
D01AE24,tavaborole
D01AE25,liranaftate
D01AE54,"undecylenic acid, combinations"
D01B,antifungals for systemic use
D01BA,antifungals for systemic use
D01BA01,griseofulvin
D01BA02,terbinafine
D01BA03,fosravuconazole
D02,emollients and protectives
D02A,emollients and protectives
D02AA,silicone products
D02AB,zinc products
D02AC,soft paraffin and fat products
D02AD,liquid plasters
D02AE,carbamide products
D02AE01,carbamide
D02AE51,"carbamide, combinations"
D02AF,salicylic acid preparations
D02AX,other emollients and protectives
D02B,protectives against uv-radiation
D02BA,protectives against uv-radiation for topical use
D02BA01,aminobenzoic acid
D02BA02,octinoxate
D02BB,protectives against uv-radiation for systemic use
D02BB01,betacarotene
D02BB02,afamelanotide
D03,preparations for treatment of wounds and ulcers
D03A,cicatrizants
D03AA,cod-liver oil ointments
D03AX,other cicatrizants
D03AX01,cadexomer iodine
D03AX02,dextranomer
D03AX03,dexpanthenol
D03AX04,calcium pantothenate
D03AX05,hyaluronic acid
D03AX06,becaplermin
D03AX09,crilanomer
D03AX10,enoxolone
D03AX11,sodium chlorite
D03AX12,trolamine
D03AX13,betulae cortex
D03AX14,"centella asiatica herba, incl. combinations"
D03AX15,trafermin
D03AX16,beremagene geperpavec
D03B,enzymes
D03BA,proteolytic enzymes
D03BA01,trypsin
D03BA02,collagenase
D03BA03,bromelains
D03BA52,"collagenase, combinations"
D04,"antipruritics, incl. antihistamines, anesthetics, etc."
D04A,"antipruritics, incl. antihistamines, anesthetics, etc."
D04AA,antihistamines for topical use
D04AA01,thonzylamine
D04AA02,mepyramine
D04AA03,thenalidine
D04AA04,tripelennamine
D04AA09,chloropyramine
D04AA10,promethazine
D04AA12,tolpropamine
D04AA13,dimetindene
D04AA14,clemastine
D04AA15,bamipine
D04AA16,pheniramine
D04AA22,isothipendyl
D04AA32,diphenhydramine
D04AA33,diphenhydramine methylbromide
D04AA34,chlorphenoxamine
D04AB,anesthetics for topical use
D04AB01,lidocaine
D04AB02,cinchocaine
D04AB03,oxybuprocaine
D04AB04,benzocaine
D04AB05,quinisocaine
D04AB06,tetracaine
D04AB07,pramocaine
D04AX,other antipruritics
D04AX01,doxepin
D05,antipsoriatics
D05A,antipsoriatics for topical use
D05AA,tars
D05AC,antracen derivatives
D05AC01,dithranol
D05AC51,"dithranol, combinations"
D05AD,psoralens for topical use
D05AD01,trioxysalen
D05AD02,methoxsalen
D05AX,other antipsoriatics for topical use
D05AX01,fumaric acid
D05AX02,calcipotriol
D05AX03,calcitriol
D05AX04,tacalcitol
D05AX05,tazarotene
D05AX06,roflumilast
D05AX07,tapinarof
D05AX52,"calcipotriol, combinations"
D05AX55,tazarotene and ulobetasol
D05B,antipsoriatics for systemic use
D05BA,psoralens for systemic use
D05BA01,trioxysalen
D05BA02,methoxsalen
D05BA03,bergapten
D05BB,retinoids for treatment of psoriasis
D05BB01,etretinate
D05BB02,acitretin
D05BX,other antipsoriatics for systemic use
D05BX51,"fumaric acid derivatives, combinations"
D06,antibiotics and chemotherapeutics for dermatological use
D06A,antibiotics for topical use
D06AA,tetracycline and derivatives
D06AA01,demeclocycline
D06AA02,chlortetracycline
D06AA03,oxytetracycline
D06AA04,tetracycline
D06AX,other antibiotics for topical use
D06AX01,fusidic acid
D06AX02,chloramphenicol
D06AX04,neomycin
D06AX05,bacitracin
D06AX07,gentamicin
D06AX08,tyrothricin
D06AX09,mupirocin
D06AX10,virginiamycin
D06AX11,rifaximin
D06AX12,amikacin
D06AX13,retapamulin
D06AX14,ozenoxacin
D06AX15,rifamycin
D06B,chemotherapeutics for topical use
D06BA,sulfonamides
D06BA01,silver sulfadiazine
D06BA02,sulfathiazole
D06BA03,mafenide
D06BA04,sulfamethizole
D06BA05,sulfanilamide
D06BA06,sulfamerazine
D06BA51,"silver sulfadiazine, combinations"
D06BB,antivirals
D06BB01,idoxuridine
D06BB02,tromantadine
D06BB03,aciclovir
D06BB04,podophyllotoxin
D06BB05,inosine
D06BB06,penciclovir
D06BB07,lysozyme
D06BB08,ibacitabine
D06BB09,edoxudine
D06BB10,imiquimod
D06BB11,docosanol
D06BB12,sinecatechins
D06BB53,"aciclovir, combinations"
D06BX,other chemotherapeutics
D06BX01,metronidazole
D06BX02,ingenol mebutate
D06BX03,tirbanibulin
D06C,"antibiotics and chemotherapeutics, combinations"
D07,"corticosteroids, dermatological preparations"
D07A,"corticosteroids, plain"
D07AA,"corticosteroids, weak (group i)"
D07AA01,methylprednisolone
D07AA02,hydrocortisone
D07AA03,prednisolone
D07AB,"corticosteroids, moderately potent (group ii)"
D07AB01,clobetasone
D07AB02,hydrocortisone butyrate
D07AB03,flumetasone
D07AB04,fluocortin
D07AB05,fluperolone
D07AB06,fluorometholone
D07AB07,fluprednidene
D07AB08,desonide
D07AB09,triamcinolone
D07AB10,alclometasone
D07AB11,hydrocortisone buteprate
D07AB19,dexamethasone
D07AB21,clocortolone
D07AB30,combinations of corticosteroids
D07AC,"corticosteroids, potent (group iii)"
D07AC01,betamethasone
D07AC02,fluclorolone
D07AC03,desoximetasone
D07AC04,fluocinolone acetonide
D07AC05,fluocortolone
D07AC06,diflucortolone
D07AC07,fludroxycortide
D07AC08,fluocinonide
D07AC09,budesonide
D07AC10,diflorasone
D07AC11,amcinonide
D07AC12,halometasone
D07AC13,mometasone
D07AC14,methylprednisolone aceponate
D07AC15,beclometasone
D07AC16,hydrocortisone aceponate
D07AC17,fluticasone
D07AC18,prednicarbate
D07AC19,difluprednate
D07AC21,ulobetasol
D07AD,"corticosteroids, very potent (group iv)"
D07AD01,clobetasol
D07AD02,halcinonide
D07B,"corticosteroids, combinations with antiseptics"
D07BA,"corticosteroids, weak, combinations with antiseptics"
D07BA01,prednisolone and antiseptics
D07BA04,hydrocortisone and antiseptics
D07BB,"corticosteroids, moderately potent, combinations with antiseptics"
D07BB01,flumetasone and antiseptics
D07BB02,desonide and antiseptics
D07BB03,triamcinolone and antiseptics
D07BB04,hydrocortisone butyrate and antiseptics
D07BC,"corticosteroids, potent, combinations with antiseptics"
D07BC01,betamethasone and antiseptics
D07BC02,fluocinolone acetonide and antiseptics
D07BC03,fluocortolone and antiseptics
D07BC04,diflucortolone and antiseptics
D07BD,"corticosteroids, very potent, combinations with antiseptics"
D07C,"corticosteroids, combinations with antibiotics"
D07CA,"corticosteroids, weak, combinations with antibiotics"
D07CA01,hydrocortisone and antibiotics
D07CA02,methylprednisolone and antibiotics
D07CA03,prednisolone and antibiotics
D07CB,"corticosteroids, moderately potent, combinations with antibiotics"
D07CB01,triamcinolone and antibiotics
D07CB02,fluprednidene and antibiotics
D07CB03,fluorometholone and antibiotics
D07CB04,dexamethasone and antibiotics
D07CB05,flumetasone and antibiotics
D07CC,"corticosteroids, potent, combinations with antibiotics"
D07CC01,betamethasone and antibiotics
D07CC02,fluocinolone acetonide and antibiotics
D07CC03,fludroxycortide and antibiotics
D07CC04,beclometasone and antibiotics
D07CC05,fluocinonide and antibiotics
D07CC06,fluocortolone and antibiotics
D07CD,"corticosteroids, very potent, combinations with antibiotics"
D07CD01,clobetasol and antibiotics
D07X,"corticosteroids, other combinations"
D07XA,"corticosteroids, weak, other combinations"
D07XA01,hydrocortisone
D07XA02,prednisolone
D07XB,"corticosteroids, moderately potent, other combinations"
D07XB01,flumetasone
D07XB02,triamcinolone
D07XB03,fluprednidene
D07XB04,fluorometholone
D07XB05,dexamethasone
D07XB30,combinations of corticosteroids
D07XC,"corticosteroids, potent, other combinations"
D07XC01,betamethasone
D07XC02,desoximetasone
D07XC03,mometasone
D07XC04,diflucortolone
D07XC05,fluocortolone
D07XD,"corticosteroids, very potent, other combinations"
D08,antiseptics and disinfectants
D08A,antiseptics and disinfectants
D08AA,acridine derivatives
D08AA01,ethacridine lactate
D08AA02,aminoacridine
D08AA03,euflavine
D08AB,aluminium agents
D08AC,biguanides and amidines
D08AC01,dibrompropamidine
D08AC02,chlorhexidine
D08AC03,propamidine
D08AC04,hexamidine
D08AC05,polihexanide
D08AC52,"chlorhexidine, combinations"
D08AD,boric acid products
D08AE,phenol and derivatives
D08AE01,hexachlorophene
D08AE02,policresulen
D08AE03,phenol
D08AE04,triclosan
D08AE05,chloroxylenol
D08AE06,biphenylol
D08AF,nitrofuran derivatives
D08AF01,nitrofural
D08AG,iodine products
D08AG01,iodine/octylphenoxypolyglycolether
D08AG02,povidone-iodine
D08AG03,iodine
D08AG04,diiodohydroxypropane
D08AH,quinoline derivatives
D08AH01,dequalinium
D08AH02,chlorquinaldol
D08AH03,oxyquinoline
D08AH30,clioquinol
D08AJ,quaternary ammonium compounds
D08AJ01,benzalkonium
D08AJ02,cetrimonium
D08AJ03,cetylpyridinium
D08AJ04,cetrimide
D08AJ05,benzoxonium chloride
D08AJ06,didecyldimethylammonium chloride
D08AJ08,benzethonium chloride
D08AJ10,decamethoxine
D08AJ57,"octenidine, combinations"
D08AJ58,"benzethonium chloride, combinations"
D08AJ59,"dodeclonium bromide, combinations"
D08AK,mercurial products
D08AK01,mercuric amidochloride
D08AK02,phenylmercuric borate
D08AK03,mercuric chloride
D08AK04,merbromin
D08AK05,"mercury, metallic"
D08AK06,thiomersal
D08AK30,mercuric iodide
D08AL,silver compounds
D08AL01,silver nitrate
D08AL30,silver
D08AX,other antiseptics and disinfectants
D08AX01,hydrogen peroxide
D08AX02,eosin
D08AX03,propanol
D08AX04,tosylchloramide sodium
D08AX05,isopropanol
D08AX06,potassium permanganate
D08AX07,sodium hypochlorite
D08AX08,ethanol
D08AX53,"propanol, combinations"
D09,medicated dressings
D09A,medicated dressings
D09AA,medicated dressings with antiinfectives
D09AA01,framycetin
D09AA02,fusidic acid
D09AA03,nitrofural
D09AA04,phenylmercuric nitrate
D09AA05,benzododecinium
D09AA06,triclosan
D09AA07,cetylpyridinium
D09AA08,aluminium chlorohydrate
D09AA09,povidone-iodine
D09AA10,clioquinol
D09AA11,benzalkonium
D09AA12,chlorhexidine
D09AA13,iodoform
D09AB,zinc bandages
D09AB01,zinc bandage without supplements
D09AB02,zinc bandage with supplements
D09AX,soft paraffin dressings
D10,anti-acne preparations
D10A,anti-acne preparations for topical use
D10AA,"corticosteroids, combinations for treatment of acne"
D10AA01,fluorometholone
D10AA02,methylprednisolone
D10AA03,dexamethasone
D10AB,preparations containing sulfur
D10AB01,bithionol
D10AB02,sulfur
D10AB03,tioxolone
D10AB05,mesulfen
D10AD,retinoids for topical use in acne
D10AD01,tretinoin
D10AD02,retinol
D10AD03,adapalene
D10AD04,isotretinoin
D10AD05,motretinide
D10AD06,trifarotene
D10AD51,"tretinoin, combinations"
D10AD53,"adapalene, combinations"
D10AD54,"isotretinoin, combinations"
D10AE,peroxides
D10AE01,benzoyl peroxide
D10AE51,"benzoyl peroxide, combinations"
D10AF,antiinfectives for treatment of acne
D10AF01,clindamycin
D10AF02,erythromycin
D10AF03,chloramphenicol
D10AF04,meclocycline
D10AF05,nadifloxacin
D10AF06,sulfacetamide
D10AF07,minocycline
D10AF51,"clindamycin, combinations"
D10AF52,"erythromycin, combinations"
D10AX,other anti-acne preparations for topical use
D10AX01,aluminium chloride
D10AX02,resorcinol
D10AX03,azelaic acid
D10AX04,aluminium oxide
D10AX05,dapsone
D10AX06,clascoterone
D10AX30,various combinations
D10B,anti-acne preparations for systemic use
D10BA,retinoids for treatment of acne
D10BA01,isotretinoin
D10BX,other anti-acne preparations for systemic use
D10BX01,ichtasol
D11,other dermatological preparations
D11A,other dermatological preparations
D11AA,antihidrotics
D11AA01,glycopyrronium
D11AC,medicated shampoos
D11AC01,cetrimide
D11AC02,cadmium compounds
D11AC03,selenium compounds
D11AC06,povidone-iodine
D11AC08,sulfur compounds
D11AC09,xenysalate
D11AC30,others
D11AE,androgens for topical use
D11AE01,metandienone
D11AF,wart and anti-corn preparations
D11AH,"agents for dermatitis, excluding corticosteroids"
D11AH01,tacrolimus
D11AH02,pimecrolimus
D11AH03,cromoglicic acid
D11AH04,alitretinoin
D11AH05,dupilumab
D11AH06,crisaborole
D11AH07,tralokinumab
D11AH08,abrocitinib
D11AH09,ruxolitinib
D11AH10,lebrikizumab
D11AH11,delgocitinib
D11AH12,nemolizumab
D11AX,other dermatologicals
D11AX01,minoxidil
D11AX02,gamolenic acid
D11AX03,calcium gluconate
D11AX04,lithium succinate
D11AX05,magnesium sulfate
D11AX06,mequinol
D11AX08,tiratricol
D11AX09,oxaceprol
D11AX10,finasteride
D11AX11,hydroquinone
D11AX12,pyrithione zinc
D11AX13,monobenzone
D11AX16,eflornithine
D11AX18,diclofenac
D11AX21,brimonidine
D11AX22,ivermectin
D11AX23,aminobenzoate potassium
D11AX24,deoxycholic acid
D11AX25,hydrogen peroxide
D11AX26,caffeine
D11AX27,oxymetazoline
D11AX52,"gamolenic acid, combinations"
D11AX57,"collagen, combinations"
G,genito urinary system and sex hormones
G01,gynecological antiinfectives and antiseptics
G01A,"antiinfectives and antiseptics, excl. combinations with corticosteroids"
G01AA,antibiotics
G01AA01,nystatin
G01AA02,natamycin
G01AA03,amphotericin b
G01AA04,candicidin
G01AA05,chloramphenicol
G01AA06,hachimycin
G01AA07,oxytetracycline
G01AA08,carfecillin
G01AA09,mepartricin
G01AA10,clindamycin
G01AA11,pentamycin
G01AA51,"nystatin, combinations"
G01AB,arsenic compounds
G01AB01,acetarsol
G01AC,quinoline derivatives
G01AC01,diiodohydroxyquinoline
G01AC02,clioquinol
G01AC03,chlorquinaldol
G01AC05,dequalinium
G01AC06,broxyquinoline
G01AC30,oxyquinoline
G01AD,organic acids
G01AD01,lactic acid
G01AD02,acetic acid
G01AD03,ascorbic acid
G01AE,sulfonamides
