atc_level_01,anatomical_main_group_01,atc_level_03,therapeutic_subgroup_02,atc_level_04,pharmacological_subgroup_03,atc_level_05,chemical_subgroup_04,atc_code,chemical_substance
C,cardiovascular system,C03,diuretics,C03A,"low-ceiling diuretics, thiazides",C03AA,"thiazides, plain",C03AA02,hydroflumethiazide
C,cardiovascular system,C03,diuretics,C03A,"low-ceiling diuretics, thiazides",C03AA,"thiazides, plain",C03AA03,hydrochlorothiazide
C,cardiovascular system,C03,diuretics,C03A,"low-ceiling diuretics, thiazides",C03AA,"thiazides, plain",C03AA04,chlorothiazide
C,cardiovascular system,C03,diuretics,C03A,"low-ceiling diuretics, thiazides",C03AA,"thiazides, plain",C03AA05,polythiazide
C,cardiovascular system,C03,diuretics,C03A,"low-ceiling diuretics, thiazides",C03AA,"thiazides, plain",C03AA06,trichlormethiazide
C,cardiovascular system,C03,diuretics,C03A,"low-ceiling diuretics, thiazides",C03AA,"thiazides, plain",C03AA07,cyclopenthiazide
C,cardiovascular system,C03,diuretics,C03A,"low-ceiling diuretics, thiazides",C03AA,"thiazides, plain",C03AA08,methyclothiazide
C,cardiovascular system,C03,diuretics,C03A,"low-ceiling diuretics, thiazides",C03AA,"thiazides, plain",C03AA09,cyclothiazide
C,cardiovascular system,C03,diuretics,C03A,"low-ceiling diuretics, thiazides",C03AA,"thiazides, plain",C03AA13,mebutizide
C,cardiovascular system,C03,diuretics,C03A,"low-ceiling diuretics, thiazides",C03AB,thiazides and potassium in combination,C03AB01,bendroflumethiazide and potassium
C,cardiovascular system,C03,diuretics,C03A,"low-ceiling diuretics, thiazides",C03AB,thiazides and potassium in combination,C03AB02,hydroflumethiazide and potassium
C,cardiovascular system,C03,diuretics,C03A,"low-ceiling diuretics, thiazides",C03AB,thiazides and potassium in combination,C03AB03,hydrochlorothiazide and potassium
C,cardiovascular system,C03,diuretics,C03A,"low-ceiling diuretics, thiazides",C03AB,thiazides and potassium in combination,C03AB04,chlorothiazide and potassium
C,cardiovascular system,C03,diuretics,C03A,"low-ceiling diuretics, thiazides",C03AB,thiazides and potassium in combination,C03AB05,polythiazide and potassium
C,cardiovascular system,C03,diuretics,C03A,"low-ceiling diuretics, thiazides",C03AB,thiazides and potassium in combination,C03AB06,trichlormethiazide and potassium
C,cardiovascular system,C03,diuretics,C03A,"low-ceiling diuretics, thiazides",C03AB,thiazides and potassium in combination,C03AB07,cyclopenthiazide and potassium
C,cardiovascular system,C03,diuretics,C03A,"low-ceiling diuretics, thiazides",C03AB,thiazides and potassium in combination,C03AB08,methyclothiazide and potassium
C,cardiovascular system,C03,diuretics,C03A,"low-ceiling diuretics, thiazides",C03AB,thiazides and potassium in combination,C03AB09,cyclothiazide and potassium
C,cardiovascular system,C03,diuretics,C03A,"low-ceiling diuretics, thiazides",C03AH,"thiazides, combinations with psycholeptics and/or analgesics",C03AH01,"chlorothiazide, combinations"
C,cardiovascular system,C03,diuretics,C03A,"low-ceiling diuretics, thiazides",C03AH,"thiazides, combinations with psycholeptics and/or analgesics",C03AH02,"hydroflumethiazide, combinations"
C,cardiovascular system,C03,diuretics,C03A,"low-ceiling diuretics, thiazides",C03AX,"thiazides, combinations with other drugs",C03AX01,"hydrochlorothiazide, combinations"
C,cardiovascular system,C03,diuretics,C03B,"low-ceiling diuretics, excl. thiazides",C03BA,"sulfonamides, plain",C03BA02,quinethazone
C,cardiovascular system,C03,diuretics,C03B,"low-ceiling diuretics, excl. thiazides",C03BA,"sulfonamides, plain",C03BA03,clopamide
C,cardiovascular system,C03,diuretics,C03B,"low-ceiling diuretics, excl. thiazides",C03BA,"sulfonamides, plain",C03BA04,chlortalidone
C,cardiovascular system,C03,diuretics,C03B,"low-ceiling diuretics, excl. thiazides",C03BA,"sulfonamides, plain",C03BA05,mefruside
C,cardiovascular system,C03,diuretics,C03B,"low-ceiling diuretics, excl. thiazides",C03BA,"sulfonamides, plain",C03BA07,clofenamide
C,cardiovascular system,C03,diuretics,C03B,"low-ceiling diuretics, excl. thiazides",C03BA,"sulfonamides, plain",C03BA08,metolazone
C,cardiovascular system,C03,diuretics,C03B,"low-ceiling diuretics, excl. thiazides",C03BA,"sulfonamides, plain",C03BA09,meticrane
C,cardiovascular system,C03,diuretics,C03B,"low-ceiling diuretics, excl. thiazides",C03BA,"sulfonamides, plain",C03BA10,xipamide
C,cardiovascular system,C03,diuretics,C03B,"low-ceiling diuretics, excl. thiazides",C03BA,"sulfonamides, plain",C03BA11,indapamide
C,cardiovascular system,C03,diuretics,C03B,"low-ceiling diuretics, excl. thiazides",C03BA,"sulfonamides, plain",C03BA12,clorexolone
C,cardiovascular system,C03,diuretics,C03B,"low-ceiling diuretics, excl. thiazides",C03BA,"sulfonamides, plain",C03BA13,fenquizone
C,cardiovascular system,C03,diuretics,C03B,"low-ceiling diuretics, excl. thiazides",C03BA,"sulfonamides, plain",C03BA82,"clorexolone, combinations with psycholeptics"
C,cardiovascular system,C03,diuretics,C03B,"low-ceiling diuretics, excl. thiazides",C03BB,sulfonamides and potassium in combination,C03BB02,quinethazone and potassium
C,cardiovascular system,C03,diuretics,C03B,"low-ceiling diuretics, excl. thiazides",C03BB,sulfonamides and potassium in combination,C03BB03,clopamide and potassium
C,cardiovascular system,C03,diuretics,C03B,"low-ceiling diuretics, excl. thiazides",C03BB,sulfonamides and potassium in combination,C03BB04,chlortalidone and potassium
C,cardiovascular system,C03,diuretics,C03B,"low-ceiling diuretics, excl. thiazides",C03BB,sulfonamides and potassium in combination,C03BB05,mefruside and potassium
C,cardiovascular system,C03,diuretics,C03B,"low-ceiling diuretics, excl. thiazides",C03BB,sulfonamides and potassium in combination,C03BB07,clofenamide and potassium
C,cardiovascular system,C03,diuretics,C03B,"low-ceiling diuretics, excl. thiazides",C03BC,mercurial diuretics,C03BC01,mersalyl
C,cardiovascular system,C03,diuretics,C03B,"low-ceiling diuretics, excl. thiazides",C03BD,xanthine derivatives,C03BD01,theobromine
C,cardiovascular system,C03,diuretics,C03B,"low-ceiling diuretics, excl. thiazides",C03BX,other low-ceiling diuretics,C03BX03,cicletanine
C,cardiovascular system,C03,diuretics,C03C,high-ceiling diuretics,C03CA,"sulfonamides, plain",C03CA01,furosemide
C,cardiovascular system,C03,diuretics,C03C,high-ceiling diuretics,C03CA,"sulfonamides, plain",C03CA02,bumetanide
C,cardiovascular system,C03,diuretics,C03C,high-ceiling diuretics,C03CA,"sulfonamides, plain",C03CA03,piretanide
C,cardiovascular system,C03,diuretics,C03C,high-ceiling diuretics,C03CA,"sulfonamides, plain",C03CA04,torasemide
C,cardiovascular system,C03,diuretics,C03C,high-ceiling diuretics,C03CB,sulfonamides and potassium in combination,C03CB01,furosemide and potassium
C,cardiovascular system,C03,diuretics,C03C,high-ceiling diuretics,C03CB,sulfonamides and potassium in combination,C03CB02,bumetanide and potassium
C,cardiovascular system,C03,diuretics,C03C,high-ceiling diuretics,C03CC,aryloxyacetic acid derivatives,C03CC01,etacrynic acid
C,cardiovascular system,C03,diuretics,C03C,high-ceiling diuretics,C03CC,aryloxyacetic acid derivatives,C03CC02,tienilic acid
C,cardiovascular system,C03,diuretics,C03C,high-ceiling diuretics,C03CD,pyrazolone derivatives,C03CD01,muzolimine
C,cardiovascular system,C03,diuretics,C03C,high-ceiling diuretics,C03CX,other high-ceiling diuretics,C03CX01,etozolin
C,cardiovascular system,C03,diuretics,C03D,aldosterone antagonists and other potassium-sparing agents,C03DA,aldosterone antagonists,C03DA01,spironolactone
C,cardiovascular system,C03,diuretics,C03D,aldosterone antagonists and other potassium-sparing agents,C03DA,aldosterone antagonists,C03DA02,potassium canrenoate
C,cardiovascular system,C03,diuretics,C03D,aldosterone antagonists and other potassium-sparing agents,C03DA,aldosterone antagonists,C03DA03,canrenone
C,cardiovascular system,C03,diuretics,C03D,aldosterone antagonists and other potassium-sparing agents,C03DA,aldosterone antagonists,C03DA04,eplerenone
C,cardiovascular system,C03,diuretics,C03D,aldosterone antagonists and other potassium-sparing agents,C03DA,aldosterone antagonists,C03DA05,finerenone
C,cardiovascular system,C03,diuretics,C03D,aldosterone antagonists and other potassium-sparing agents,C03DA,aldosterone antagonists,C03DA54,eplerenone and dapagliflozin
C,cardiovascular system,C03,diuretics,C03D,aldosterone antagonists and other potassium-sparing agents,C03DB,other potassium-sparing agents,C03DB01,amiloride
C,cardiovascular system,C03,diuretics,C03D,aldosterone antagonists and other potassium-sparing agents,C03DB,other potassium-sparing agents,C03DB02,triamterene
C,cardiovascular system,C03,diuretics,C03E,diuretics and potassium-sparing agents in combination,C03EA,low-ceiling diuretics and potassium-sparing agents,C03EA01,hydrochlorothiazide and potassium-sparing agents
C,cardiovascular system,C03,diuretics,C03E,diuretics and potassium-sparing agents in combination,C03EA,low-ceiling diuretics and potassium-sparing agents,C03EA02,trichlormethiazide and potassium-sparing agents
C,cardiovascular system,C03,diuretics,C03E,diuretics and potassium-sparing agents in combination,C03EA,low-ceiling diuretics and potassium-sparing agents,C03EA03,epitizide and potassium-sparing agents
C,cardiovascular system,C03,diuretics,C03E,diuretics and potassium-sparing agents in combination,C03EA,low-ceiling diuretics and potassium-sparing agents,C03EA04,altizide and potassium-sparing agents
C,cardiovascular system,C03,diuretics,C03E,diuretics and potassium-sparing agents in combination,C03EA,low-ceiling diuretics and potassium-sparing agents,C03EA05,mebutizide and potassium-sparing agents
C,cardiovascular system,C03,diuretics,C03E,diuretics and potassium-sparing agents in combination,C03EA,low-ceiling diuretics and potassium-sparing agents,C03EA06,chlortalidone and potassium-sparing agents
C,cardiovascular system,C03,diuretics,C03E,diuretics and potassium-sparing agents in combination,C03EA,low-ceiling diuretics and potassium-sparing agents,C03EA07,cyclopenthiazide and potassium-sparing agents
C,cardiovascular system,C03,diuretics,C03E,diuretics and potassium-sparing agents in combination,C03EA,low-ceiling diuretics and potassium-sparing agents,C03EA12,metolazone and potassium-sparing agents
C,cardiovascular system,C03,diuretics,C03E,diuretics and potassium-sparing agents in combination,C03EA,low-ceiling diuretics and potassium-sparing agents,C03EA13,bendroflumethiazide and potassium-sparing agents
C,cardiovascular system,C03,diuretics,C03E,diuretics and potassium-sparing agents in combination,C03EA,low-ceiling diuretics and potassium-sparing agents,C03EA14,butizide and potassium-sparing agents
C,cardiovascular system,C03,diuretics,C03E,diuretics and potassium-sparing agents in combination,C03EB,high-ceiling diuretics and potassium-sparing agents,C03EB01,furosemide and potassium-sparing agents
C,cardiovascular system,C03,diuretics,C03E,diuretics and potassium-sparing agents in combination,C03EB,high-ceiling diuretics and potassium-sparing agents,C03EB02,bumetanide and potassium-sparing agents
C,cardiovascular system,C03,diuretics,C03E,diuretics and potassium-sparing agents in combination,C03EB,high-ceiling diuretics and potassium-sparing agents,C03EB03,torasemide and potassium-sparing agents
C,cardiovascular system,C03,diuretics,C03X,other diuretics,C03XA,vasopressin antagonists,C03XA01,tolvaptan
C,cardiovascular system,C03,diuretics,C03X,other diuretics,C03XA,vasopressin antagonists,C03XA02,conivaptan
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AA,2-amino-1-phenylethanol derivatives,C04AA01,isoxsuprine
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AA,2-amino-1-phenylethanol derivatives,C04AA02,buphenine
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AA,2-amino-1-phenylethanol derivatives,C04AA31,bamethan
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AB,imidazoline derivatives,C04AB01,phentolamine
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AB,imidazoline derivatives,C04AB02,tolazoline
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AC,nicotinic acid and derivatives,C04AC01,nicotinic acid
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AC,nicotinic acid and derivatives,C04AC02,nicotinyl alcohol (pyridylcarbinol)
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AC,nicotinic acid and derivatives,C04AC03,inositol nicotinate
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AC,nicotinic acid and derivatives,C04AC07,ciclonicate
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AD,purine derivatives,C04AD01,pentifylline
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AD,purine derivatives,C04AD02,xantinol nicotinate
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AD,purine derivatives,C04AD03,pentoxifylline
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AD,purine derivatives,C04AD04,etofylline nicotinate
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AE,ergot alkaloids,C04AE01,ergoloid mesylates
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AE,ergot alkaloids,C04AE02,nicergoline
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AE,ergot alkaloids,C04AE04,dihydroergocristine
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AE,ergot alkaloids,C04AE51,"ergoloid mesylates, combinations"
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AE,ergot alkaloids,C04AE54,"dihydroergocristine, combinations"
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AF,enzymes,C04AF01,kallidinogenase
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AX,other peripheral vasodilators,C04AX01,cyclandelate
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AX,other peripheral vasodilators,C04AX02,phenoxybenzamine
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AX,other peripheral vasodilators,C04AX07,vincamine
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AX,other peripheral vasodilators,C04AX10,moxisylyte
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AX,other peripheral vasodilators,C04AX11,bencyclane
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AX,other peripheral vasodilators,C04AX17,vinburnine
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AX,other peripheral vasodilators,C04AX19,suloctidil
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AX,other peripheral vasodilators,C04AX20,buflomedil
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AX,other peripheral vasodilators,C04AX21,naftidrofuryl
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AX,other peripheral vasodilators,C04AX23,butalamine
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AX,other peripheral vasodilators,C04AX24,visnadine
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AX,other peripheral vasodilators,C04AX26,cetiedil
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AX,other peripheral vasodilators,C04AX27,cinepazide
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AX,other peripheral vasodilators,C04AX28,ifenprodil
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AX,other peripheral vasodilators,C04AX30,azapetine
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AX,other peripheral vasodilators,C04AX32,fasudil
C,cardiovascular system,C04,peripheral vasodilators,C04A,peripheral vasodilators,C04AX,other peripheral vasodilators,C04AX33,clazosentan
C,cardiovascular system,C05,vasoprotectives,C05A,agents for treatment of hemorrhoids and anal fissures for topical use,C05AA,corticosteroids,C05AA01,hydrocortisone
C,cardiovascular system,C05,vasoprotectives,C05A,agents for treatment of hemorrhoids and anal fissures for topical use,C05AA,corticosteroids,C05AA04,prednisolone
C,cardiovascular system,C05,vasoprotectives,C05A,agents for treatment of hemorrhoids and anal fissures for topical use,C05AA,corticosteroids,C05AA05,betamethasone
C,cardiovascular system,C05,vasoprotectives,C05A,agents for treatment of hemorrhoids and anal fissures for topical use,C05AA,corticosteroids,C05AA06,fluorometholone
C,cardiovascular system,C05,vasoprotectives,C05A,agents for treatment of hemorrhoids and anal fissures for topical use,C05AA,corticosteroids,C05AA08,fluocortolone
C,cardiovascular system,C05,vasoprotectives,C05A,agents for treatment of hemorrhoids and anal fissures for topical use,C05AA,corticosteroids,C05AA09,dexamethasone
C,cardiovascular system,C05,vasoprotectives,C05A,agents for treatment of hemorrhoids and anal fissures for topical use,C05AA,corticosteroids,C05AA10,fluocinolone acetonide
C,cardiovascular system,C05,vasoprotectives,C05A,agents for treatment of hemorrhoids and anal fissures for topical use,C05AA,corticosteroids,C05AA11,fluocinonide
C,cardiovascular system,C05,vasoprotectives,C05A,agents for treatment of hemorrhoids and anal fissures for topical use,C05AA,corticosteroids,C05AA12,triamcinolone
C,cardiovascular system,C05,vasoprotectives,C05A,agents for treatment of hemorrhoids and anal fissures for topical use,C05AD,local anesthetics,C05AD01,lidocaine
C,cardiovascular system,C05,vasoprotectives,C05A,agents for treatment of hemorrhoids and anal fissures for topical use,C05AD,local anesthetics,C05AD02,tetracaine
C,cardiovascular system,C05,vasoprotectives,C05A,agents for treatment of hemorrhoids and anal fissures for topical use,C05AD,local anesthetics,C05AD03,benzocaine
C,cardiovascular system,C05,vasoprotectives,C05A,agents for treatment of hemorrhoids and anal fissures for topical use,C05AD,local anesthetics,C05AD04,cinchocaine
C,cardiovascular system,C05,vasoprotectives,C05A,agents for treatment of hemorrhoids and anal fissures for topical use,C05AD,local anesthetics,C05AD05,procaine
C,cardiovascular system,C05,vasoprotectives,C05A,agents for treatment of hemorrhoids and anal fissures for topical use,C05AD,local anesthetics,C05AD06,oxetacaine
C,cardiovascular system,C05,vasoprotectives,C05A,agents for treatment of hemorrhoids and anal fissures for topical use,C05AD,local anesthetics,C05AD07,pramocaine
C,cardiovascular system,C05,vasoprotectives,C05A,agents for treatment of hemorrhoids and anal fissures for topical use,C05AE,muscle relaxants,C05AE01,glyceryl trinitrate
C,cardiovascular system,C05,vasoprotectives,C05A,agents for treatment of hemorrhoids and anal fissures for topical use,C05AE,muscle relaxants,C05AE02,isosorbide dinitrate
C,cardiovascular system,C05,vasoprotectives,C05A,agents for treatment of hemorrhoids and anal fissures for topical use,C05AE,muscle relaxants,C05AE03,diltiazem
C,cardiovascular system,C05,vasoprotectives,C05A,agents for treatment of hemorrhoids and anal fissures for topical use,C05AX,other agents for treatment of hemorrhoids and anal fissures for topical use,C05AX01,aluminium preparations
C,cardiovascular system,C05,vasoprotectives,C05A,agents for treatment of hemorrhoids and anal fissures for topical use,C05AX,other agents for treatment of hemorrhoids and anal fissures for topical use,C05AX02,"bismuth preparations, combinations"
C,cardiovascular system,C05,vasoprotectives,C05A,agents for treatment of hemorrhoids and anal fissures for topical use,C05AX,other agents for treatment of hemorrhoids and anal fissures for topical use,C05AX03,"other preparations, combinations"
C,cardiovascular system,C05,vasoprotectives,C05A,agents for treatment of hemorrhoids and anal fissures for topical use,C05AX,other agents for treatment of hemorrhoids and anal fissures for topical use,C05AX04,zinc preparations
C,cardiovascular system,C05,vasoprotectives,C05A,agents for treatment of hemorrhoids and anal fissures for topical use,C05AX,other agents for treatment of hemorrhoids and anal fissures for topical use,C05AX05,tribenoside
C,cardiovascular system,C05,vasoprotectives,C05A,agents for treatment of hemorrhoids and anal fissures for topical use,C05AX,other agents for treatment of hemorrhoids and anal fissures for topical use,C05AX06,phenylephrine
C,cardiovascular system,C05,vasoprotectives,C05B,antivaricose therapy,C05BA,heparins or heparinoids for topical use,C05BA01,organo-heparinoid
C,cardiovascular system,C05,vasoprotectives,C05B,antivaricose therapy,C05BA,heparins or heparinoids for topical use,C05BA02,sodium apolate
C,cardiovascular system,C05,vasoprotectives,C05B,antivaricose therapy,C05BA,heparins or heparinoids for topical use,C05BA03,heparin
C,cardiovascular system,C05,vasoprotectives,C05B,antivaricose therapy,C05BA,heparins or heparinoids for topical use,C05BA04,pentosan polysulfate sodium
C,cardiovascular system,C05,vasoprotectives,C05B,antivaricose therapy,C05BA,heparins or heparinoids for topical use,C05BA51,"heparinoid, combinations"
C,cardiovascular system,C05,vasoprotectives,C05B,antivaricose therapy,C05BA,heparins or heparinoids for topical use,C05BA53,"heparin, combinations"
C,cardiovascular system,C05,vasoprotectives,C05B,antivaricose therapy,C05BB,sclerosing agents for local injection,C05BB01,monoethanolamine oleate
C,cardiovascular system,C05,vasoprotectives,C05B,antivaricose therapy,C05BB,sclerosing agents for local injection,C05BB02,polidocanol
C,cardiovascular system,C05,vasoprotectives,C05B,antivaricose therapy,C05BB,sclerosing agents for local injection,C05BB03,invert sugar
C,cardiovascular system,C05,vasoprotectives,C05B,antivaricose therapy,C05BB,sclerosing agents for local injection,C05BB04,sodium tetradecyl sulfate
C,cardiovascular system,C05,vasoprotectives,C05B,antivaricose therapy,C05BB,sclerosing agents for local injection,C05BB05,phenol
C,cardiovascular system,C05,vasoprotectives,C05B,antivaricose therapy,C05BB,sclerosing agents for local injection,C05BB56,"glucose, combinations"
C,cardiovascular system,C05,vasoprotectives,C05B,antivaricose therapy,C05BX,other sclerosing agents,C05BX01,calcium dobesilate
C,cardiovascular system,C05,vasoprotectives,C05B,antivaricose therapy,C05BX,other sclerosing agents,C05BX51,"calcium dobesilate, combinations"
C,cardiovascular system,C05,vasoprotectives,C05C,capillary stabilizing agents,C05CA,bioflavonoids,C05CA01,rutoside
C,cardiovascular system,C05,vasoprotectives,C05C,capillary stabilizing agents,C05CA,bioflavonoids,C05CA02,monoxerutin
C,cardiovascular system,C05,vasoprotectives,C05C,capillary stabilizing agents,C05CA,bioflavonoids,C05CA03,diosmin
C,cardiovascular system,C05,vasoprotectives,C05C,capillary stabilizing agents,C05CA,bioflavonoids,C05CA04,troxerutin
C,cardiovascular system,C05,vasoprotectives,C05C,capillary stabilizing agents,C05CA,bioflavonoids,C05CA05,hidrosmin
C,cardiovascular system,C05,vasoprotectives,C05C,capillary stabilizing agents,C05CA,bioflavonoids,C05CA51,"rutoside, combinations"
C,cardiovascular system,C05,vasoprotectives,C05C,capillary stabilizing agents,C05CA,bioflavonoids,C05CA53,"diosmin, combinations"
C,cardiovascular system,C05,vasoprotectives,C05C,capillary stabilizing agents,C05CA,bioflavonoids,C05CA54,"troxerutin, combinations"
C,cardiovascular system,C05,vasoprotectives,C05C,capillary stabilizing agents,C05CX,other capillary stabilizing agents,C05CX01,tribenoside
C,cardiovascular system,C05,vasoprotectives,C05C,capillary stabilizing agents,C05CX,other capillary stabilizing agents,C05CX02,naftazone
C,cardiovascular system,C05,vasoprotectives,C05C,capillary stabilizing agents,C05CX,other capillary stabilizing agents,C05CX03,hippocastani semen
C,cardiovascular system,C05,vasoprotectives,C05X,other vasoprotectives,C05XX,other vasoprotectives,C05XX01,beperminogene perplasmid
C,cardiovascular system,C07,beta blocking agents,C07A,beta blocking agents,C07AA,"beta blocking agents, non-selective",C07AA01,alprenolol
C,cardiovascular system,C07,beta blocking agents,C07A,beta blocking agents,C07AA,"beta blocking agents, non-selective",C07AA02,oxprenolol
C,cardiovascular system,C07,beta blocking agents,C07A,beta blocking agents,C07AA,"beta blocking agents, non-selective",C07AA03,pindolol
C,cardiovascular system,C07,beta blocking agents,C07A,beta blocking agents,C07AA,"beta blocking agents, non-selective",C07AA05,propranolol
C,cardiovascular system,C07,beta blocking agents,C07A,beta blocking agents,C07AA,"beta blocking agents, non-selective",C07AA06,timolol
C,cardiovascular system,C07,beta blocking agents,C07A,beta blocking agents,C07AA,"beta blocking agents, non-selective",C07AA07,sotalol
C,cardiovascular system,C07,beta blocking agents,C07A,beta blocking agents,C07AA,"beta blocking agents, non-selective",C07AA12,nadolol
C,cardiovascular system,C07,beta blocking agents,C07A,beta blocking agents,C07AA,"beta blocking agents, non-selective",C07AA14,mepindolol
C,cardiovascular system,C07,beta blocking agents,C07A,beta blocking agents,C07AA,"beta blocking agents, non-selective",C07AA15,carteolol
C,cardiovascular system,C07,beta blocking agents,C07A,beta blocking agents,C07AA,"beta blocking agents, non-selective",C07AA16,tertatolol
C,cardiovascular system,C07,beta blocking agents,C07A,beta blocking agents,C07AA,"beta blocking agents, non-selective",C07AA17,bopindolol
C,cardiovascular system,C07,beta blocking agents,C07A,beta blocking agents,C07AA,"beta blocking agents, non-selective",C07AA19,bupranolol
C,cardiovascular system,C07,beta blocking agents,C07A,beta blocking agents,C07AA,"beta blocking agents, non-selective",C07AA23,penbutolol
C,cardiovascular system,C07,beta blocking agents,C07A,beta blocking agents,C07AA,"beta blocking agents, non-selective",C07AA27,cloranolol
C,cardiovascular system,C07,beta blocking agents,C07A,beta blocking agents,C07AB,"beta blocking agents, selective",C07AB01,practolol
C,cardiovascular system,C07,beta blocking agents,C07A,beta blocking agents,C07AB,"beta blocking agents, selective",C07AB02,metoprolol
C,cardiovascular system,C07,beta blocking agents,C07A,beta blocking agents,C07AB,"beta blocking agents, selective",C07AB03,atenolol
C,cardiovascular system,C07,beta blocking agents,C07A,beta blocking agents,C07AB,"beta blocking agents, selective",C07AB04,acebutolol
C,cardiovascular system,C07,beta blocking agents,C07A,beta blocking agents,C07AB,"beta blocking agents, selective",C07AB05,betaxolol
C,cardiovascular system,C07,beta blocking agents,C07A,beta blocking agents,C07AB,"beta blocking agents, selective",C07AB06,bevantolol
C,cardiovascular system,C07,beta blocking agents,C07A,beta blocking agents,C07AB,"beta blocking agents, selective",C07AB07,bisoprolol
C,cardiovascular system,C07,beta blocking agents,C07A,beta blocking agents,C07AB,"beta blocking agents, selective",C07AB08,celiprolol
C,cardiovascular system,C07,beta blocking agents,C07A,beta blocking agents,C07AB,"beta blocking agents, selective",C07AB09,esmolol
C,cardiovascular system,C07,beta blocking agents,C07A,beta blocking agents,C07AB,"beta blocking agents, selective",C07AB10,epanolol
C,cardiovascular system,C07,beta blocking agents,C07A,beta blocking agents,C07AB,"beta blocking agents, selective",C07AB11,s-atenolol
C,cardiovascular system,C07,beta blocking agents,C07A,beta blocking agents,C07AB,"beta blocking agents, selective",C07AB12,nebivolol
C,cardiovascular system,C07,beta blocking agents,C07A,beta blocking agents,C07AB,"beta blocking agents, selective",C07AB13,talinolol
C,cardiovascular system,C07,beta blocking agents,C07A,beta blocking agents,C07AB,"beta blocking agents, selective",C07AB14,landiolol
C,cardiovascular system,C07,beta blocking agents,C07A,beta blocking agents,C07AG,alpha and beta blocking agents,C07AG01,labetalol
C,cardiovascular system,C07,beta blocking agents,C07A,beta blocking agents,C07AG,alpha and beta blocking agents,C07AG02,carvedilol
C,cardiovascular system,C07,beta blocking agents,C07B,beta blocking agents and thiazides,C07BA,"beta blocking agents, non-selective, and thiazides",C07BA02,oxprenolol and thiazides
C,cardiovascular system,C07,beta blocking agents,C07B,beta blocking agents and thiazides,C07BA,"beta blocking agents, non-selective, and thiazides",C07BA05,propranolol and thiazides
C,cardiovascular system,C07,beta blocking agents,C07B,beta blocking agents and thiazides,C07BA,"beta blocking agents, non-selective, and thiazides",C07BA06,timolol and thiazides
C,cardiovascular system,C07,beta blocking agents,C07B,beta blocking agents and thiazides,C07BA,"beta blocking agents, non-selective, and thiazides",C07BA07,sotalol and thiazides
C,cardiovascular system,C07,beta blocking agents,C07B,beta blocking agents and thiazides,C07BA,"beta blocking agents, non-selective, and thiazides",C07BA12,nadolol and thiazides
C,cardiovascular system,C07,beta blocking agents,C07B,beta blocking agents and thiazides,C07BA,"beta blocking agents, non-selective, and thiazides",C07BA68,"metipranolol and thiazides, combinations"
