atc1,atc2,atc3,atc4,atc_code,status,eurd_substance,status2,value
D,D01,D01A,D01AE,D01AE22,Estonia,naftifine,NA,1
D,D01,D01B,D01BA,D01BA01,none,griseofulvin,NA,1
D,D01,D01B,D01BA,D01BA02,Slovakia,terbinafine,NA,1
D,D02,D02A,D02AE,D02AE01,Belgium,hydroxycarbamide (for centrally authoris,NA,1
D,D02,D02A,D02AE,D02AE01,Croatia,hydroxycarbamide (except for centrally a,NA,1
D,D02,D02B,D02BB,D02BB02,Germany,afamelanotide,NA,1
D,D03,D03A,D03AX,D03AX03,Finland,dexpanthenol,NA,1
D,D03,D03A,D03AX,D03AX03,none,dexpanthenol / dimethyl sulfoxide / hepa,NA,1
D,D03,D03A,D03AX,D03AX03,none,dexpanthenol / polyvinyl alcohol,NA,1
D,D03,D03A,D03AX,D03AX03,none,dexpanthenol / heparin,NA,1
D,D03,D03A,D03AX,D03AX03,none,dexpanthenol / hydrocortisone,NA,1
D,D03,D03A,D03AX,D03AX03,Croatia,dexpanthenol / xylometazoline,NA,1
D,D03,D03A,D03AX,D03AX03,none,dexpanthenol / retinol palmitate,NA,1
D,D03,D03A,D03AX,D03AX04,Slovenia,calcium pantothenate,NA,1
D,D03,D03A,D03AX,D03AX05,none,hyaluronic acid,NA,1
D,D03,D03A,D03AX,D03AX10,none,enoxolone,NA,1
D,D03,D03A,D03AX,D03AX12,none,trolamine,NA,1
D,D03,D03B,D03BA,D03BA01,Portugal,chymotrypsin / trypsin,NA,1
D,D04,D04A,D04AA,D04AA02,none,mepyramine,NA,1
D,D04,D04A,D04AA,D04AA02,none,mepyramine / phenylephrine,NA,1
D,D04,D04A,D04AA,D04AA04,none,tripelennamine,NA,1
D,D04,D04A,D04AA,D04AA09,Latvia,chloropyramine,NA,1
D,D04,D04A,D04AA,D04AA10,Czech Republic,promethazine,NA,1
D,D04,D04A,D04AA,D04AA13,none,dimetindene,NA,1
D,D04,D04A,D04AA,D04AA13,Slovakia,dimetindene / phenylephrine,NA,1
D,D04,D04A,D04AA,D04AA14,none,clemastine,NA,1
D,D04,D04A,D04AA,D04AA14,none,clemastine / dexamethasone,NA,1
D,D04,D04A,D04AA,D04AA15,none,bamipine,NA,1
D,D04,D04A,D04AA,D04AA16,none,brompheniramine / caffeine / paracetamol,NA,1
D,D04,D04A,D04AA,D04AA16,Portugal,dexchlorpheniramine,NA,1
D,D04,D04A,D04AA,D04AA16,Lithuania,chlorpheniramine / dextromethorphan / pa,NA,1
D,D04,D04A,D04AA,D04AA22,none,isothipendyl,NA,1
D,D04,D04A,D04AA,D04AA32,Ireland,diphenhydramine / paracetamol,NA,1
D,D04,D04A,D04AA,D04AA32,none,diphenhydramine hydrochloride / lorazepa,NA,1
D,D04,D04A,D04AA,D04AA32,none,diphenhydramine hydrochloride / paraceta,NA,1
D,D04,D04A,D04AA,D04AA32,Iceland,diphenhydramine hydrochloride / zinc oxi,NA,1
D,D04,D04A,D04AA,D04AA32,none,diphenhydramine / racemic camphor / zinc,NA,1
D,D04,D04A,D04AA,D04AA32,none,diphenhydramine / guaifenesin / levoment,NA,1
D,D04,D04A,D04AA,D04AA32,Ireland,"diphenhydramine, ammonium chloride / dip",NA,1
D,D04,D04A,D04AA,D04AA34,Czech Republic,chlorphenoxamine,NA,1
D,D04,D04A,D04AB,D04AB01,none,lidocaine / hydrocortisone,NA,1
D,D04,D04A,D04AB,D04AB01,Denmark,lidocaine / prilocaine (not centrally au,K,1
D,D04,D04A,D04AB,D04AB01,Belgium,lidocaine / tetracaine,NA,1
D,D04,D04A,D04AB,D04AB01,Latvia,lidocaine hydrochloride / methylpredniso,NA,1
D,D04,D04A,D04AB,D04AB01,Lithuania,lidocaine / phenazone,NA,1
D,D04,D04A,D04AB,D04AB01,none,lidocaine / tribenoside,NA,1
D,D04,D04A,D04AB,D04AB01,Spain,lidocaine / prilocaine (centrally author,NA,1
D,D04,D04A,D04AB,D04AB01,Poland,lidocaine / norepinephrine,NA,1
D,D04,D04A,D04AB,D04AB01,Denmark,lidocaine hydrochloride / phenylephrine ,K,1
D,D04,D04A,D04AB,D04AB01,France,lidocaine hydrochloride / neomycin sulfa,NA,1
D,D04,D04A,D04AB,D04AB01,none,lidocaine (topical use),NA,1
D,D04,D04A,D04AB,D04AB01,none,lidocaine (systemic use),NA,1
D,D04,D04A,D04AB,D04AB02,Germany,cinchocaine,NA,1
D,D04,D04A,D04AB,D04AB02,Malta,cinchocaine hydrochloride / hydrocortiso,NA,1
D,D04,D04A,D04AB,D04AB02,none,cinchocaine hydrochloride / policresulen,NA,1
D,D04,D04A,D04AB,D04AB02,none,cinchocaine hydrochloride / prednisolone,NA,1
D,D04,D04A,D04AB,D04AB03,none,oxybuprocaine,NA,1
D,D04,D04A,D04AB,D04AB04,none,benzocaine,NA,1
D,D04,D04A,D04AB,D04AB04,none,benzocaine / cetylpyridinium chloride,NA,1
D,D04,D04A,D04AB,D04AB04,none,benzocaine / chloroxylenol,NA,1
D,D04,D04A,D04AB,D04AB04,none,benzocaine / dequalinium hydrochloride,NA,1
D,D04,D04A,D04AB,D04AB04,none,benzocaine / hamamelis water / racephedr,NA,1
D,D04,D04A,D04AB,D04AB04,none,"benzocaine / menthol / phenol, racemic /",NA,1
D,D04,D04A,D04AB,D04AB04,none,benzocaine / phenazone,NA,1
D,D04,D04A,D04AB,D04AB04,none,benzocaine / triclosan,NA,1
D,D04,D04A,D04AB,D04AB04,Finland,benzocaine / cetylpyridinium chloride / ,NA,1
D,D04,D04A,D04AB,D04AB04,none,benzocaine / hydrocortisone acetate,NA,1
D,D04,D04A,D04AB,D04AB04,Portugal,benzocaine / tyrothricin,NA,1
D,D04,D04A,D04AB,D04AB04,none,benzocaine / dequalinium chloride / dexa,NA,1
D,D04,D04A,D04AB,D04AB04,none,"benzocaine / chlorhexidine, benzocaine /",NA,1
D,D04,D04A,D04AB,D04AB05,none,quinisocaine,NA,1
D,D04,D04A,D04AB,D04AB06,none,tetracaine,NA,1
D,D04,D04A,D04AB,D04AB07,none,"pramocaine, hydrocortisone / pramocaine",NA,1
D,D04,D04A,D04AX,D04AX01,none,doxepin,NA,1
D,D05,D05A,D05AC,D05AC01,none,dithranol,NA,1
D,D05,D05A,D05AD,D05AD02,none,methoxsalen,NA,1
D,D05,D05A,D05AX,D05AX02,Ireland,calcipotriol,NA,1
D,D05,D05A,D05AX,D05AX03,Italy,calcitriol,NA,1
D,D05,D05A,D05AX,D05AX04,none,tacalcitol,NA,1
D,D05,D05A,D05AX,D05AX06,Spain,roflumilast,NA,1
D,D05,D05B,D05BA,D05BA02,none,methoxsalen,NA,1
D,D05,D05B,D05BB,D05BB02,Denmark,acitretin,M,1
D,D06,D06A,D06AA,D06AA01,none,demeclocycline,NA,1
D,D06,D06A,D06AA,D06AA01,Czech Republic,demeclocycline / triamcinolone,NA,1
D,D06,D06A,D06AA,D06AA02,none,chlortetracycline,NA,1
D,D06,D06A,D06AA,D06AA03,none,"oxytetracycline, hydrocortisone / oxytet",NA,1
D,D06,D06A,D06AA,D06AA04,none,chlortetracycline,NA,1
D,D06,D06A,D06AA,D06AA04,none,"oxytetracycline, hydrocortisone / oxytet",NA,1
D,D06,D06A,D06AA,D06AA04,none,tetracycline,NA,1
D,D06,D06A,D06AA,D06AA04,none,tetracycline (topical use),NA,1
D,D06,D06A,D06AX,D06AX01,none,fusidic acid / hydrocortisone acetate,NA,1
D,D06,D06A,D06AX,D06AX01,France,fusidic acid (systemic use),NA,1
D,D06,D06A,D06AX,D06AX01,France,fusidic acid (topical use),NA,1
D,D06,D06A,D06AX,D06AX02,none,chloramphenicol,NA,1
D,D06,D06A,D06AX,D06AX02,none,chloramphenicol / dexamethasone,NA,1
D,D06,D06A,D06AX,D06AX02,none,chloramphenicol / hydrocortisone (ocular,NA,1
D,D06,D06A,D06AX,D06AX02,none,chloramphenicol / cortisone acetate / et,NA,1
D,D06,D06A,D06AX,D06AX02,none,chloramphenicol hemisuccinate / predniso,NA,1
D,D06,D06A,D06AX,D06AX04,Czech Republic,neomycin / triamcinolone,NA,1
D,D06,D06A,D06AX,D06AX04,none,neomycin,NA,1
D,D06,D06A,D06AX,D06AX04,none,neomycin sulfate / nystatin / polymyxin ,NA,1
D,D06,D06A,D06AX,D06AX04,Poland,neomycin sulfate / nystatin / triamcinol,NA,1
D,D06,D06A,D06AX,D06AX05,none,"bacitracin, bacitracin / neomycin, bacit",NA,1
D,D06,D06A,D06AX,D06AX07,Italy,gentamicin (topical use),NA,1
D,D06,D06A,D06AX,D06AX07,none,gentamicin sulphate / hydrocortisone ace,NA,1
D,D06,D06A,D06AX,D06AX07,Italy,gentamicin (systemic use),NA,1
D,D06,D06A,D06AX,D06AX07,France,gentamicin sulfate / indometacin,NA,1
D,D06,D06A,D06AX,D06AX07,Italy,gentamicin (implant),NA,1
D,D06,D06A,D06AX,D06AX08,none,tyrothricin,NA,1
D,D06,D06A,D06AX,D06AX09,Slovenia,mupirocin,NA,1
D,D06,D06A,D06AX,D06AX11,Hungary,rifaximin,NA,1
D,D06,D06A,D06AX,D06AX12,Estonia,amikacin (except for centrally authorise,NA,1
D,D06,D06A,D06AX,D06AX12,Belgium,amikacin (centrally authorised product o,NA,1
D,D06,D06A,D06AX,D06AX14,Spain,ozenoxacin,NA,1
D,D06,D06A,D06AX,D06AX15,Denmark,rifamycin,M,1
D,D06,D06B,D06BA,D06BA01,Estonia,silver sulfadiazine,NA,1
D,D06,D06B,D06BA,D06BA04,Denmark,sulfamethizole,M,1
D,D06,D06B,D06BB,D06BB02,none,tromantadine,NA,1
D,D06,D06B,D06BB,D06BB03,Denmark,aciclovir,M,1
D,D06,D06B,D06BB,D06BB03,Czech Republic,valaciclovir,NA,1
D,D06,D06B,D06BB,D06BB03,Austria,aciclovir / hydrocortisone,NA,1
D,D06,D06B,D06BB,D06BB04,Finland,podophyllotoxin,NA,1
D,D06,D06B,D06BB,D06BB05,Romania,inosine pranobex,NA,1
D,D06,D06B,D06BB,D06BB06,Austria,penciclovir,NA,1
D,D06,D06B,D06BB,D06BB10,Poland,imiquimod,NA,1
D,D06,D06B,D06BB,D06BB11,Croatia,docosanol,NA,1
D,D06,D06B,D06BX,D06BX01,none,metronidazole,NA,1
D,D06,D06B,D06BX,D06BX01,Czech Republic,"metronidazole / miconazole, chlorquinald",NA,1
D,D06,D06B,D06BX,D06BX01,none,metronidazole / spiramycin,NA,1
D,D06,D06B,D06BX,D06BX01,Romania,metronidazole / neomycin / nystatin,NA,1
D,D06,D06B,D06BX,D06BX03,Slovakia,tirbanibulin,NA,1
D,D07,D07A,D07AA,D07AA01,Austria,methylprednisolone (systemic use),NA,1
D,D07,D07A,D07AA,D07AA01,none,methylprednisolone (topical use),NA,1
D,D07,D07A,D07AA,D07AA02,Finland,hydrocortisone / natamycin / neomycine s,NA,1
D,D07,D07A,D07AA,D07AA02,Spain,hydrocortisone / propanocaine,NA,1
D,D07,D07A,D07AA,D07AA02,none,hydrocortisone / urea,NA,1
D,D07,D07A,D07AA,D07AA02,none,hydrocortisone acetate / lidocaine hydro,NA,1
D,D07,D07A,D07AA,D07AA02,none,hydrocortisone acetate / zinc sulfate,NA,1
D,D07,D07A,D07AA,D07AA02,Sweden,"miconazole, hydrocortisone / miconazole ",NA,1
D,D07,D07A,D07AA,D07AA02,none,hydrocortisone / neomycin,NA,1
D,D07,D07A,D07AA,D07AA02,none,"oxytetracycline, hydrocortisone / oxytet",NA,1
D,D07,D07A,D07AA,D07AA02,Sweden,hydrocortisone (for centrally authorised,NA,1
D,D07,D07A,D07AA,D07AA02,Sweden,hydrocortisone (centrally authorised pro,NA,1
D,D07,D07A,D07AA,D07AA02,none,"pramocaine, hydrocortisone / pramocaine",NA,1
D,D07,D07A,D07AA,D07AA02,Croatia,hydrocortisone (systemic formulations ex,NA,1
D,D07,D07A,D07AA,D07AA02,Croatia,hydrocortisone (all formulations apart f,NA,1
D,D07,D07A,D07AA,D07AA03,Austria,methylprednisolone (systemic use),NA,1
D,D07,D07A,D07AA,D07AA03,Slovenia,prednisolone,NA,1
D,D07,D07A,D07AA,D07AA03,none,prednisolone / salicylic acid,NA,1
D,D07,D07A,D07AA,D07AA03,none,methylprednisolone (topical use),NA,1
D,D07,D07A,D07AB,D07AB01,none,clobetasone,NA,1
D,D07,D07A,D07AB,D07AB03,none,flumetasone,NA,1
D,D07,D07A,D07AB,D07AB03,none,flumetasone / salicylic acid,NA,1
D,D07,D07A,D07AB,D07AB06,none,fluorometholone,NA,1
D,D07,D07A,D07AB,D07AB07,none,fluprednidene / miconazole,NA,1
D,D07,D07A,D07AB,D07AB07,Czech Republic,fluprednidene,NA,1
D,D07,D07A,D07AB,D07AB07,Czech Republic,fluprednidene / gentamicin,NA,1
D,D07,D07A,D07AB,D07AB08,Denmark,budesonide (nationally authorised produc,M,1
D,D07,D07A,D07AB,D07AB08,none,desonide,NA,1
D,D07,D07A,D07AB,D07AB08,Netherlands,budesonide / salmeterol,NA,1
D,D07,D07A,D07AB,D07AB08,Denmark,budesonide / formoterol,M,1
D,D07,D07A,D07AB,D07AB08,Latvia,budesonide (for centrally authorised pro,NA,1
D,D07,D07A,D07AB,D07AB08,Denmark,budesonide (for centrally authorised pro,M,1
D,D07,D07A,D07AB,D07AB09,none,triamcinolone / lidocaine (rectal use),NA,1
D,D07,D07A,D07AB,D07AB09,Portugal,triamcinolone (topical and nasal formula,NA,1
D,D07,D07A,D07AB,D07AB09,Portugal,triamcinolone (tablets and injectables),NA,1
D,D07,D07A,D07AB,D07AB09,Portugal,triamcinolone (intraocular formulations),NA,1
D,D07,D07A,D07AB,D07AB10,none,alclometasone,NA,1
D,D07,D07A,D07AB,D07AB19,Italy,dexamethasone (apart from centrally auth,NA,1
D,D07,D07A,D07AB,D07AB19,none,dexamethasone / framycetin / gramicidin,NA,1
D,D07,D07A,D07AB,D07AB19,none,"dexamethasone / neomycin / polymyxin b, ",NA,1
D,D07,D07A,D07AB,D07AB19,none,dexamethasone / polymyxin b / trimethopr,NA,1
D,D07,D07A,D07AB,D07AB19,Italy,dexamethasone / tobramycin (topical and ,NA,1
D,D07,D07A,D07AB,D07AB19,none,dexamethasone / lidocaine,NA,1
D,D07,D07A,D07AB,D07AB19,none,dexamethasone isonicotinate / tramazolin,NA,1
D,D07,D07A,D07AB,D07AB19,none,dexamethasone / framycetin sulfate / pol,NA,1
D,D07,D07A,D07AB,D07AB19,none,dexamethasone sodium phosphate / gentami,NA,1
D,D07,D07A,D07AB,D07AB19,Spain,dexamethasone (centrally authorised prod,NA,1
D,D07,D07A,D07AB,D07AB19,none,dexamethasone / diphenhydramine hydrochl,NA,1
D,D07,D07A,D07AB,D07AB19,none,dexamethasone / gentamicin / tetryzoline,NA,1
D,D07,D07A,D07AB,D07AB19,none,dexamethasone / heparin sodium,NA,1
D,D07,D07A,D07AB,D07AB19,France,dexamethasone (centrally authorised prod,NA,1
D,D07,D07A,D07AB,D07AB19,Germany,dexamethasone / netilmicin,NA,1
D,D07,D07A,D07AB,D07AB19,Italy,dexamethasone / tobramycin (systemic for,NA,1
D,D07,D07A,D07AC,D07AC01,Ireland,betamethasone,NA,1
D,D07,D07A,D07AC,D07AC01,Ireland,betamethasone dipropionate / calcipotrio,NA,1
D,D07,D07A,D07AC,D07AC01,Portugal,betamethasone dipropionate / clotrimazol,NA,1
D,D07,D07A,D07AC,D07AC01,Ireland,betamethasone dipropionate / salicylic a,NA,1
D,D07,D07A,D07AC,D07AC01,Ireland,betamethasone sodium phosphate / neomyci,NA,1
D,D07,D07A,D07AC,D07AC01,Ireland,betamethasone valerate / clioquinol,NA,1
D,D07,D07A,D07AC,D07AC01,Ireland,betamethasone valerate / fusidic acid,NA,1
D,D07,D07A,D07AC,D07AC01,none,betamethasone / gentamicin,NA,1
D,D07,D07A,D07AC,D07AC01,none,betamethasone / chloramphenicol,NA,1
D,D07,D07A,D07AC,D07AC01,Croatia,betamethasone / tetryzoline,NA,1
D,D07,D07A,D07AC,D07AC01,Croatia,betamethasone dipropionate / clotrimazol,NA,1
D,D07,D07A,D07AC,D07AC03,none,desoximetasone,NA,1
D,D07,D07A,D07AC,D07AC04,none,fluocinolone acetonide (all routes of ad,NA,1
D,D07,D07A,D07AC,D07AC04,none,fluocinolone acetonide / lidocaine,NA,1
D,D07,D07A,D07AC,D07AC04,Portugal,fluocinolone acetonide (intravitreal imp,NA,1
D,D07,D07A,D07AC,D07AC05,none,fluocortolone pivalate / lidocaine hydro,NA,1
D,D07,D07A,D07AC,D07AC06,none,diflucortolone,NA,1
D,D07,D07A,D07AC,D07AC06,none,diflucortolone valerate / isoconazole ni,NA,1
D,D07,D07A,D07AC,D07AC06,none,diflucortolone valerate / chlorquinaldol,NA,1
D,D07,D07A,D07AC,D07AC06,none,diflucortolone valerate / salicylic acid,NA,1
D,D07,D07A,D07AC,D07AC07,none,fludroxycortide,NA,1
D,D07,D07A,D07AC,D07AC08,none,fluocinonide,NA,1
D,D07,D07A,D07AC,D07AC08,none,fluocinonide / hexetidine / ruscogenin,NA,1
D,D07,D07A,D07AC,D07AC08,none,fluocinonide / lidocaine,NA,1
D,D07,D07A,D07AC,D07AC09,Denmark,budesonide (nationally authorised produc,M,1
D,D07,D07A,D07AC,D07AC09,Netherlands,budesonide / salmeterol,NA,1
D,D07,D07A,D07AC,D07AC09,Denmark,budesonide / formoterol,M,1
D,D07,D07A,D07AC,D07AC09,Latvia,budesonide (for centrally authorised pro,NA,1
D,D07,D07A,D07AC,D07AC09,Denmark,budesonide (for centrally authorised pro,M,1
D,D07,D07A,D07AC,D07AC11,none,amcinonide,NA,1
D,D07,D07A,D07AC,D07AC12,none,halometasone,NA,1
D,D07,D07A,D07AC,D07AC12,none,halometasone / triclosan,NA,1
D,D07,D07A,D07AC,D07AC13,Sweden,mometasone,NA,1
D,D07,D07A,D07AC,D07AC13,none,mometasone / salicylic acid,NA,1
D,D07,D07A,D07AC,D07AC13,Sweden,mometasone furoate/olopatadine,NA,1
D,D07,D07A,D07AC,D07AC15,Poland,beclometasone,NA,1
D,D07,D07A,D07AC,D07AC15,none,beclometasone dipropionate / neomycin su,NA,1
D,D07,D07A,D07AC,D07AC15,Portugal,beclometasone / salbutamol,NA,1
D,D07,D07A,D07AC,D07AC15,Germany,beclometasone / formoterol (inhalative a,NA,1
D,D07,D07A,D07AC,D07AC15,Austria,beclometasone / formoterol / glycopyrron,NA,1
D,D07,D07A,D07AC,D07AC17,Slovenia,fluticasone propionate,NA,1
D,D07,D07A,D07AC,D07AC17,Sweden,fluticasone / salmeterol (for nationally,NA,1
D,D07,D07A,D07AC,D07AC17,Poland,fluticasone furoate,NA,1
D,D07,D07A,D07AC,D07AC17,Spain,fluticasone furoate / vilanterol,NA,1
D,D07,D07A,D07AC,D07AC17,Sweden,fluticasone propionate / formoterol fuma,NA,1
D,D07,D07A,D07AC,D07AC17,Sweden,fluticasone furoate / umeclidinium / vil,NA,1
D,D07,D07A,D07AC,D07AC18,none,prednicarbate,NA,1
D,D07,D07A,D07AC,D07AC21,none,ulobetasol,NA,1
D,D07,D07A,D07AD,D07AD01,Belgium,clobetasol,NA,1
D,D07,D07X,D07XA,D07XA01,Finland,hydrocortisone / natamycin / neomycine s,NA,1
D,D07,D07X,D07XA,D07XA01,Spain,hydrocortisone / propanocaine,NA,1
D,D07,D07X,D07XA,D07XA01,none,hydrocortisone / urea,NA,1
D,D07,D07X,D07XA,D07XA01,none,hydrocortisone acetate / lidocaine hydro,NA,1
D,D07,D07X,D07XA,D07XA01,none,hydrocortisone acetate / zinc sulfate,NA,1
D,D07,D07X,D07XA,D07XA01,Sweden,"miconazole, hydrocortisone / miconazole ",NA,1
D,D07,D07X,D07XA,D07XA01,none,hydrocortisone / neomycin,NA,1
D,D07,D07X,D07XA,D07XA01,none,"oxytetracycline, hydrocortisone / oxytet",NA,1
D,D07,D07X,D07XA,D07XA01,Sweden,hydrocortisone (for centrally authorised,NA,1
D,D07,D07X,D07XA,D07XA01,Sweden,hydrocortisone (centrally authorised pro,NA,1
D,D07,D07X,D07XA,D07XA01,none,"pramocaine, hydrocortisone / pramocaine",NA,1
D,D07,D07X,D07XA,D07XA01,Croatia,hydrocortisone (systemic formulations ex,NA,1
D,D07,D07X,D07XA,D07XA01,Croatia,hydrocortisone (all formulations apart f,NA,1
D,D07,D07X,D07XA,D07XA02,Austria,methylprednisolone (systemic use),NA,1
D,D07,D07X,D07XA,D07XA02,Slovenia,prednisolone,NA,1
D,D07,D07X,D07XA,D07XA02,none,prednisolone / salicylic acid,NA,1
D,D07,D07X,D07XA,D07XA02,none,methylprednisolone (topical use),NA,1
D,D07,D07X,D07XB,D07XB01,none,flumetasone,NA,1
D,D07,D07X,D07XB,D07XB01,none,flumetasone / salicylic acid,NA,1
D,D07,D07X,D07XB,D07XB02,none,triamcinolone / lidocaine (rectal use),NA,1
D,D07,D07X,D07XB,D07XB02,Portugal,triamcinolone (topical and nasal formula,NA,1
D,D07,D07X,D07XB,D07XB02,Portugal,triamcinolone (tablets and injectables),NA,1
D,D07,D07X,D07XB,D07XB02,Portugal,triamcinolone (intraocular formulations),NA,1
D,D07,D07X,D07XB,D07XB03,none,fluprednidene / miconazole,NA,1
D,D07,D07X,D07XB,D07XB03,Czech Republic,fluprednidene,NA,1
D,D07,D07X,D07XB,D07XB03,Czech Republic,fluprednidene / gentamicin,NA,1
D,D07,D07X,D07XB,D07XB04,none,fluorometholone,NA,1
D,D07,D07X,D07XB,D07XB05,Italy,dexamethasone (apart from centrally auth,NA,1
D,D07,D07X,D07XB,D07XB05,none,dexamethasone / framycetin / gramicidin,NA,1
D,D07,D07X,D07XB,D07XB05,none,"dexamethasone / neomycin / polymyxin b, ",NA,1
D,D07,D07X,D07XB,D07XB05,none,dexamethasone / polymyxin b / trimethopr,NA,1
D,D07,D07X,D07XB,D07XB05,Italy,dexamethasone / tobramycin (topical and ,NA,1
D,D07,D07X,D07XB,D07XB05,none,dexamethasone / lidocaine,NA,1
D,D07,D07X,D07XB,D07XB05,none,dexamethasone isonicotinate / tramazolin,NA,1
D,D07,D07X,D07XB,D07XB05,none,dexamethasone / framycetin sulfate / pol,NA,1
D,D07,D07X,D07XB,D07XB05,none,dexamethasone sodium phosphate / gentami,NA,1
D,D07,D07X,D07XB,D07XB05,Spain,dexamethasone (centrally authorised prod,NA,1
D,D07,D07X,D07XB,D07XB05,none,dexamethasone / diphenhydramine hydrochl,NA,1
D,D07,D07X,D07XB,D07XB05,none,dexamethasone / gentamicin / tetryzoline,NA,1
D,D07,D07X,D07XB,D07XB05,none,dexamethasone / heparin sodium,NA,1
D,D07,D07X,D07XB,D07XB05,France,dexamethasone (centrally authorised prod,NA,1
D,D07,D07X,D07XB,D07XB05,Germany,dexamethasone / netilmicin,NA,1
D,D07,D07X,D07XB,D07XB05,Italy,dexamethasone / tobramycin (systemic for,NA,1
D,D07,D07X,D07XC,D07XC01,Ireland,betamethasone,NA,1
D,D07,D07X,D07XC,D07XC01,Ireland,betamethasone dipropionate / calcipotrio,NA,1
D,D07,D07X,D07XC,D07XC01,Portugal,betamethasone dipropionate / clotrimazol,NA,1
D,D07,D07X,D07XC,D07XC01,Ireland,betamethasone dipropionate / salicylic a,NA,1
D,D07,D07X,D07XC,D07XC01,Ireland,betamethasone sodium phosphate / neomyci,NA,1
D,D07,D07X,D07XC,D07XC01,Ireland,betamethasone valerate / clioquinol,NA,1
D,D07,D07X,D07XC,D07XC01,Ireland,betamethasone valerate / fusidic acid,NA,1
D,D07,D07X,D07XC,D07XC01,none,betamethasone / gentamicin,NA,1
D,D07,D07X,D07XC,D07XC01,none,betamethasone / chloramphenicol,NA,1
D,D07,D07X,D07XC,D07XC01,Croatia,betamethasone / tetryzoline,NA,1
D,D07,D07X,D07XC,D07XC01,Croatia,betamethasone dipropionate / clotrimazol,NA,1
D,D07,D07X,D07XC,D07XC02,none,desoximetasone,NA,1
D,D07,D07X,D07XC,D07XC03,Sweden,mometasone,NA,1
D,D07,D07X,D07XC,D07XC03,none,mometasone / salicylic acid,NA,1
D,D07,D07X,D07XC,D07XC03,Sweden,mometasone furoate/olopatadine,NA,1
D,D07,D07X,D07XC,D07XC04,none,diflucortolone,NA,1
D,D07,D07X,D07XC,D07XC04,none,diflucortolone valerate / isoconazole ni,NA,1
D,D07,D07X,D07XC,D07XC04,none,diflucortolone valerate / chlorquinaldol,NA,1
D,D07,D07X,D07XC,D07XC04,none,diflucortolone valerate / salicylic acid,NA,1
D,D07,D07X,D07XC,D07XC05,none,fluocortolone pivalate / lidocaine hydro,NA,1
D,D08,D08A,D08AA,D08AA02,Malta,aminoacridine / lidocaine,NA,1
D,D08,D08A,D08AC,D08AC01,Ireland,"dibrompropamidine , propamidine",NA,1
D,D08,D08A,D08AC,D08AC02,Lithuania,chlorhexidine,NA,1
D,D08,D08A,D08AC,D08AC02,none,chlorhexidine / dexpanthenol,NA,1
D,D08,D08A,D08AC,D08AC02,none,chlorhexidine / lidocaine,NA,1
D,D08,D08A,D08AC,D08AC02,Belgium,chlorhexidine gluconate / isopropyl alco,NA,1
D,D08,D08A,D08AC,D08AC02,none,chlorhexidine digluconate / lidocaine hy,NA,1
D,D08,D08A,D08AC,D08AC02,France,"tixocortol, chlorhexidine gluconate / ti",NA,1
D,D08,D08A,D08AC,D08AC02,none,chlorhexidine / phenol,NA,1
D,D08,D08A,D08AC,D08AC02,Slovakia,chlorhexidine / tetracaine,NA,1
D,D08,D08A,D08AC,D08AC03,Ireland,"dibrompropamidine , propamidine",NA,1
D,D08,D08A,D08AC,D08AC04,none,hexamidine,NA,1
D,D08,D08A,D08AC,D08AC04,France,hexamidine / lidocaine,NA,1
D,D08,D08A,D08AC,D08AC05,Poland,polihexanide,NA,1
D,D08,D08A,D08AE,D08AE02,none,policresulen,NA,1
D,D08,D08A,D08AE,D08AE04,none,triclosan,NA,1
D,D08,D08A,D08AE,D08AE05,none,chloroxylenol,NA,1
D,D08,D08A,D08AF,D08AF01,none,nitrofural,NA,1
D,D08,D08A,D08AF,D08AF01,Slovenia,nitrofural / phenazone / tetracaine hydr,NA,1
D,D08,D08A,D08AG,D08AG03,Poland,iodine (123i) iobenguane,NA,1
D,D08,D08A,D08AG,D08AG03,Denmark,iodine (131i) iobenguane,K,1
D,D08,D08A,D08AH,D08AH01,Italy,"dequalinium, dequalinium / cinchocaine, ",NA,1
D,D08,D08A,D08AH,D08AH02,Romania,chlorquinaldol,NA,1
D,D08,D08A,D08AH,D08AH02,Romania,chlorquinaldol (vaginal tablet) / promes,NA,1
D,D08,D08A,D08AH,D08AH03,none,diiodohydroxyquinoline,NA,1
D,D08,D08A,D08AH,D08AH30,none,clioquinol,NA,1
D,D08,D08A,D08AH,D08AH30,none,clioquinol / flumetasone,NA,1
D,D08,D08A,D08AH,D08AH30,none,clioquinol / fluocinolone acetonide,NA,1
D,D08,D08A,D08AJ,D08AJ01,Italy,"benzalkonium (exluding vaginal use), ben",NA,1
D,D08,D08A,D08AJ,D08AJ01,none,benzalkonium chloride / dequalinium chlo,NA,1
D,D08,D08A,D08AJ,D08AJ01,Iceland,"benzalkonium chloride / ethyl alcohol, b",NA,1
D,D08,D08A,D08AJ,D08AJ01,none,benzalkonium / chloride solution / light,NA,1
D,D08,D08A,D08AJ,D08AJ01,Germany,benzalkonium / benzocaine / tyrothricin,NA,1
D,D08,D08A,D08AJ,D08AJ01,Lithuania,benzalkonium chloride / chlorhexidine di,NA,1
D,D08,D08A,D08AJ,D08AJ01,Ireland,"benzalkonium chloride / cetrimide,  cetr",NA,1
D,D08,D08A,D08AJ,D08AJ01,Ireland,benzalkonium chloride / isopropyl myrist,NA,1
